Zenith Angles / Radians,Energies / MeV
0.36382497597715874,199.97599759975998
0.4226545052910405,139.99199919992
0.1352352417923548,1609.5999599959996
0.24254407511106124,5148.655865586558
0.8125066330885907,169.98399839983998
0.021805936422377842,619.8639863986398
0.5967199049931514,409.9199919991999
0.9641355841003295,319.94399439943993
0.4732877522877175,379.92799279927993
0.043078275837252544,679.8479847984798
0.23810242882839353,559.8799879987998
0.3594747820858344,529.8879887988799
0.4885907676169824,110.0
0.4158961406347777,379.92799279927993
0.8100539393129235,229.96799679967995
1.2183443730791232,1279.6879687968797
0.9515688034846128,649.8559855985599
0.7736591830315684,1069.7439743974396
0.08921430112303558,110.0
1.1232433235850365,649.8559855985599
0.47022778034577967,529.8879887988799
0.24449084309252492,229.96799679967995
0.4658307457620667,139.99199919992
0.06934862662955066,289.95199519951996
1.144462152778341,1069.7439743974396
0.23949804886997048,110.0
0.38875348178084845,499.8959895989599
0.8807029474597153,259.9599959996
0.6824733673803742,2269.4239423942395
0.956262003677412,110.0
0.15220818508749506,199.97599759975998
0.10983987345001714,1519.6239623962397
0.08015743771218935,139.99199919992
0.012551626893782043,289.95199519951996
0.8334073608189165,110.0
0.09841082832854778,259.9599959996
0.200909171451281,649.8559855985599
0.8149947746247468,169.98399839983998
0.49488335357875435,4098.935893589359
0.054693113020162214,799.8159815981599
0.28939216568473247,1399.6559655965596
0.6027884610577414,229.96799679967995
0.017820617233992784,289.95199519951996
0.5002366124080507,110.0
0.4747987248300482,289.95199519951996
0.6902062945891873,110.0
0.006836111032961831,499.8959895989599
0.2496293536040475,169.98399839983998
0.491740189843408,919.7839783978397
0.004658774546167089,1039.7519751975196
0.4300303537368302,469.9039903990399
0.3855306775021612,110.0
0.5103745044174728,289.95199519951996
0.009432866303187385,769.8239823982398
0.38962792069554286,4128.927892789279
0.012542138919773804,409.9199919991999
1.2014916378365088,1039.7519751975196
0.1897306894184668,319.94399439943993
0.171408295079618,4728.767876787679
0.5115243224755281,199.97599759975998
0.5374020378730956,799.8159815981599
0.23467578659898056,110.0
0.1467881356550073,529.8879887988799
0.09692899116488918,169.98399839983998
0.4863967083028675,1099.7359735973596
0.058786895897706054,139.99199919992
0.022529184391427107,139.99199919992
0.44859357491150526,439.9119911991199
0.768285584159239,529.8879887988799
0.1623990062388427,1279.6879687968797
0.43578601681652834,169.98399839983998
0.35320514351246657,349.9359935993599
0.2167144771278409,110.0
0.8667541752793931,259.9599959996
0.5155580299515544,199.97599759975998
0.11077981590396145,979.7679767976798
0.028755679108181283,1729.5679567956795
0.5577620460430968,139.99199919992
0.08420404163111612,5058.679867986799
0.31076467075396247,259.9599959996
0.47800492688285595,409.9199919991999
0.3605354912948924,139.99199919992
0.24818099158294726,529.8879887988799
0.24267109303166481,2509.3599359935993
