Zenith Angles / Radians,Energies / MeV
0.1752096812951034,879.3069306930694
0.15637933395383638,3407.0297029702974
0.16021007789772557,329.8019801980198
0.13823808885575112,16463.267326732675
1.1640614593511889,2033.2673267326734
0.7015058076565257,8000.891089108912
0.17191791017384156,1912.3762376237626
0.02208477717153697,7682.178217821784
0.8444523550637764,1209.0099009900991
0.9832270995201429,131.98019801980197
0.7571629618706257,1736.5346534653468
0.4064825708059894,1637.6237623762377
0.04675317017780253,29024.950495049507
0.6819793048782585,846.3366336633663
0.23722939732271722,483.6633663366337
0.07240556145783057,7319.50495049505
1.0491689054552642,3418.0198019801983
1.2063579183562756,450.69306930693074
1.3073714038141302,16210.495049504952
0.4049684097535382,2604.752475247525
0.5815396941528188,1769.5049504950496
0.40650710425664055,791.3861386138616
0.459477424025909,780.3960396039605
0.6538091567104641,1110.09900990099
0.39867066571595283,912.2772277227723
0.2640236568418924,505.64356435643566
0.6950582022728679,3253.1683168316836
0.18460650947273227,5605.049504950495
0.7457573841251877,241.8811881188119
0.049249518822114174,1494.752475247525
0.2082217453044189,25683.960396039605
0.5256280815802744,9143.861386138615
0.6238947586257595,1450.792079207921
0.29719550968312275,1615.6435643564357
1.2315575541865644,7143.663366336634
0.10297137613622781,1011.1881188118812
0.21084676868208746,1384.851485148515
0.3568573357410001,1088.1188118811883
0.46603301699273414,1384.851485148515
0.518972283982771,1989.3069306930695
0.7886303793792147,1198.019801980198
0.2806273869531211,1923.3663366336634
0.31395277492180945,6572.178217821783
0.5509909915194297,1252.970297029703
0.11315724709895278,33882.574257425746
0.2920989143880457,5275.346534653466
0.7754374158758061,395.74257425742576
0.7543730285749884,1351.881188118812
0.39329180940589714,2033.2673267326734
0.597404872780584,4022.475247524753
0.5135382722152383,10429.70297029703
0.6491090800644047,483.6633663366337
0.023887948123160013,8011.881188118812
0.6178717230502181,16913.861386138615
0.47397778166223653,5550.0990099009905
0.11440811962955302,2022.2772277227725
0.05168143196688472,4780.792079207921
0.2681306688114605,1110.09900990099
0.010718480370764208,868.3168316831684
0.27732001446277776,7836.039603960397
0.8102818978785358,3187.2277227722775
1.0541388718377478,2956.4356435643567
0.3771042732342029,2472.871287128713
0.126998938504681,120.99009900990099
0.6632201747987777,4615.940594059406
0.16293760527645323,7539.30693069307
0.13160562323633662,11363.861386138615
0.060693130537484034,6198.514851485149
0.14822156116363966,1934.3564356435645
0.4653095728710097,648.5148514851486
0.660619804072555,2824.554455445545
0.26928074846762956,1176.039603960396
0.5870898524256186,879.3069306930694
0.34183450674394233,285.84158415841586
0.6217545444021995,2945.445544554456
0.3655577836356085,1110.09900990099
0.7578047721603608,120.99009900990099
0.07250252574629934,934.2574257425745
0.3364868934473481,3033.3663366336636
0.6068577118411783,2571.782178217822
0.7686537011310366,9935.148514851486
0.2685890880540114,802.3762376237624
0.37797796897116304,2286.039603960396
0.19918224338809348,6561.188118811881
1.1703256264052413,560.5940594059408
0.8556686487580804,4242.277227722772
0.20109239847723506,4209.306930693069
0.20718164584257703,318.81188118811883
0.3911586539108726,670.4950495049505
0.02095253813875263,4747.821782178218
1.1423475521175197,956.2376237623763
0.3192308799103133,1000.1980198019804
0.5872540656565075,1154.0594059405942
0.4874395759809971,2176.138613861386
0.5466002778973705,12320.000000000002
0.5118685696894714,373.7623762376238
0.6029412149530496,6737.029702970298
0.1509358156239353,10902.277227722772
0.9758755497345702,417.72277227722776
1.0128544053735495,3780.693069306931
0.6822996470221794,1187.0297029702972
0.6976687761921095,219.9009900990099
0.08001703609704898,2901.4851485148515
0.2539523186494251,10176.930693069307
0.6118832996468603,2209.108910891089
0.382138083824235,6462.277227722773
0.17412664188904722,615.5445544554456
0.802688584032538,505.64356435643566
1.0963994783002216,3956.5346534653468
0.5086619898944001,593.5643564356436
0.011222122328788343,1132.0792079207922
0.8193928422518091,2132.1782178217827
0.26264667251963575,4923.663366336635
